Address,Balance,lastTxHeightOnCosmosHub
juno13g3uemg0vcjcwj0h8kdfyjzskqyl5hu7xztlrz,4.0,6108298
juno13g332v7f9sjts8f9p9dj9r0z7lv267rmex4uu6,11.17,12526043
juno13gnv7ssgqmga8xxk4v6mdyyy6ykvg7yayamk8d,8.57,5711075
juno13gnkmuyf9up76xd2z34tkvdkwjm9ram9g23u6p,21.71,11587357
juno13f996h2aj49vxe9x4dug5sj4cgzkvw0nqjd7gv,3.2,Inactive
juno13g4ltkddwh37dyype8yzcz5n24vd9cj9423vy5,6.28,8225679
juno13gcl5akx8nezqgnf59934ppldytyh5xjqf8jm5,2.57,9703318
juno13ffxn7pp4nt8mfvkrruwgnq44rhg62gt7k3kd6,16.0,11874689
juno13f86j5cyr0jl94f5jvadhw382f9wvefdml6594,12.66,Inactive
juno13gcupqmy00jr62wpkfkl4laa5paa8hwc8wdyvl,4.95,9741496
juno13ge0annkcln593qgavz9uvvxqpgtmtweawx9uv,25.0,5869299
juno13geskc9w59ncwhs6qenxpxvgf52keld6t6zq8s,53.48,6583868
juno13gegfa6kv7224x53rdv33vy7r0zy03tj9a9gsp,188.04,10880229
juno13g6j7w6t07gmwa9uzydx0ze4ktrhg3a2hy2cvr,16.67,6814666
juno13gmkg2qkvvx4q6aan4qgr6mlgh3pt4hnapvapr,7.57,8605258
juno13geaj988c7hrc0pffh8y47ytduhfraehrvy3j7,37.97,8178196
juno13gmr24fug0mljy9j4zajnl0zt8mhgp752mlek9,19.05,5658025
juno13glqq3zjmucwj6efcu27n06a7h9hl5sdnt7gp0,73.97,5791785
juno13fwm0pxdpq7khmd444hawyhmpfln55rswyphtj,1.47,Inactive
juno13ga802gu0jrqtm49tn0fettamrfjpk0q9vzvdg,9.08,10863690
juno13fpk93mjj0turrj5pgz9v9f8ynkzu29jzkauhe,2.34,5829335
juno13g756rn9ajjcdnspk6m6dfdwdgx79uwyfmp3e5,21.17,12650589
juno13frlf2arj993twggfxd26ktsvfnuwstzjdh8yq,237.44,5593469
juno13fydgdkjcu5edcuj2vv3gepwzgyuf778ejnfkz,98.06,5841779
juno13fj6v0e9unl3kn5jvux2ytwx3nthcmpu8k0se9,4.93,Inactive
juno13f9lmmddqydn6lg2f6sh00jl38e6wdsek75zku,172.0,12515896
juno13f8zr2nlnzkpgqa02rd2lh929cumshhw5lx5j7,16.0,11631451
juno13f8kv2tjdh7gwl2gdc505y4nhu77dtscsfgsev,96.09,12481729
juno13fgjpx4l6d6j6rc08gy7h29lllugswwd4j4uc2,7.08,6915695
juno13f2srtfvkahtm5zc7j3zc42y2p34eqy82fufxj,17.94,12577455
juno13fcuce2g06aunx3hz9s9pg5ulvcequd3zphn5y,10.24,5673467
juno13fd6en902den4djv7883grh7zng4tx8trc7pws,11.02,5705727
juno13f6u03rg7gm9ev66a26j2k9tc0xe06vsd4g2sg,29.32,7414691
juno13ftn7cq4aqte0jxsj4g82fey92fcxs7fs92ejj,14.25,5704200
juno13fdllqknwg262kcd9as24wy97psuwu9dne67n0,256.02,9622839
juno13fdytxuh8nsdynmfftqlf7cdpap7k3arfh5p9a,0.97,8177820
juno13f00ww8n26eq397kgfsn86p36d30srr2z8m4gj,55.79,7099330
juno13fw62e520je4pp2u3uxrvggh0sszywqnx9qvv2,156.19,12674460
juno13f3g5psrzuww84jrxp07ed7aldfedg7rx6lhrv,25.62,10096255
juno13fdlctzmtm3psvaxk066s0cs46ejp29h369wat,151.59,12317877
juno132qt25vqxgfzdhtysmnfx437smxey96amsy5qm,6.52,5213570
juno13fjdkxmfzekhy9uzc3fyg6x3l78m3g0dudmrzr,164.85,6104798
juno13f4x5np808hw2awhp8qqmreds9dmx8ylqfhy9a,91.61,5893775
juno13fk8hemnmnq2phe6uxapl0ncp77efvk800d6ck,259.86,12640040
juno132r4f5vcvnwu2cmung2du6fqncwesetlzn09p3,39.5,5219037
juno13fh9sunwt2eftn28g6q8sevsl4e6l7rnnkwfpz,13.5,10486328
juno13fksydryhl7tv8qzujmj323rjhrp892z043t2a,11.93,9457150
juno13fct2r57sfxtlf4ufy0ce9x8llsf84rydxqy2m,263.71,11783386
juno13fez7yc3k0ha5xuyz52r4zp4ena4p6d35jfjpc,50.28,12005334
juno132gkhddly6dpg7ly7dy6msnevh0zswzvrhg5ch,19.79,Inactive
juno13fejl0v50luqcn7f3qzng46w3m93l5skjwu2n5,24.82,12707387
juno13fu3s879l5m3fhx2g87sn8jxjmlvmxwghurscg,63.56,9338066
juno13f6ryx0gfceugpnekcwz8dw9z863zzvqs7he2s,2.75,8070443
juno13fmwqe7u36da9az3rmjk3jtncq9u7a2lsztmts,4.19,8407966
juno13fckcv2fdjj022td467mhgeenjuzzspssxjdd3,10.4,12703526
juno13fl5rclr4aff74jty6yzq8knvpej2az0nszr76,1.4,6443222
juno13f79a4spm5vl9htdva9j838s8uc736q0zp7cyp,6.83,5508045
juno132pqqfu2xm2wlj7m37xryfhggv08xs3dnh55k5,100.0,8202785
juno132r466aqh9te798gk44axp48z0x82xrufsqh74,33.59,10343339
juno132pwvpa0gr472ytvhhquv8j742yj966nalerfy,14.11,6813742
juno132y42km0rjz9e80agmp5507hpn2n2xyn5xg774,24.95,6413736
juno132sqvrdzde4ycuvjdxztpq3c5l8xlx4j9c2s8u,30.57,Inactive
juno132skrgekwjhs64mkefw64sgsggqgee5fe7tgg7,28.63,5461953
juno1328ky93030knhn2dw7td0dht92wv8d7vrsy3ng,42.67,12243432
juno132g34ctdjwzvnkntap3mpuctwu3qkqwtwcvh0v,253.8,6368900
juno132g0r643475celn3wvtgl9y89cl4ttered7mn2,71.39,5895105
juno132ky05ehfddfv9xrxkvx08rpngwyhsnfgfmxsr,39.69,Inactive
juno132ykg40ng0fwrc6dc60er3zyal45xfa8yag4fc,2.62,11276789
juno132f3qg58xue4ds48lnl766z4t23rdz6cej46hf,42.25,9714904
juno132k42kferf5x7vsjmgjm2sr2k6lgs2h8re6a3e,5.93,Inactive
juno13223p6vewhuxcq95zjdvanpxzd7nyc7r5zrk9p,0.96,8085296
juno132tqg452eyphh03jzq6mt5dfgn9ugfdygrrsqn,17.07,10558003
juno132t8euaxdcag9yysspjva026hth90dgddlmh6k,3.82,5884382
juno1322m9ufzjh49yhftfrx3753kk7998m8sxr77aa,8.69,11784769
juno132u3ajw6mcjsw48m5ukylvektjn55w98j76fze,1.0,Inactive
juno132u4fz2u895c29lu73xuju39gqcdzmn4jgzx8y,3.99,5696184
juno132whdzwus53pduwpcy62xzgrmvzl7pmmxz686d,56.62,12176913
juno132sf9dwaw89vyg2xl9xtxukzgenwy65ynx9f3u,16.67,11857557
juno132twk897nj6g4hkx2w7hzdata82ck0s2zm4vaq,6.53,8164417
juno132sdjvzzp5xgnjhsuz3rcg2wnm7sg9v2us4rxd,4.55,8921464
juno132s67dpqqrdg5tqcclmxvk54efhlhzjx5dvhsl,53.53,7767506
juno132scnq9qufcvzn2vpnj3hs9rxtezey80ccef3q,3.14,12599519
juno132j9n4c9jypkvuxml0ftjnkwpwwepvgflf8vld,1.46,11590882
juno132juzk0gdmwuxvx4phug7m3ymyatxlh9dhzx7p,4963.83,12667093
juno13254hefhl382gs0lh70d5he2f0qf0srplc5fg8,6.53,6481216
juno13tz60kvyl78sqkj5uqs3dfnhxp445xlva7jkvt,1.4,Inactive
juno13tqz9cyfpu960yc5hwu0h5enmzfjkahnrww98r,105.09,Inactive
juno132ny37rzmlp3lyp6rmgxrlml0dzg6ycpe2jgje,151.84,7771554
juno132kfyv08savywgs0ugueme57nugyv93mx6qlcz,17.78,7733226
juno13tyvdljljqlmfn7x8xld7uv78tzmvzpm6fmgcq,50.53,9449604
juno132eavqv0cmfh5xxwnwqu5kfj2jj5leht72dpaw,19.36,8984112
juno132cdre9d5y9ljlde8qh2ahtwhk7fe4h3e3resh,19.0,8866005
juno132eawstwyrhs5kkg42fpsql74jte6wr827r30v,9.97,10225439
juno13txgwvna2adwypvs97sgnxh85470e5t6j4a3zw,1.94,Inactive
juno132uqpzna58ugz2mmlmfgtcpp4pdk504sgvwahm,163.0,9466077
juno132ue8zmfr3xjxtqjwqr4ngdqh9s2h858m0nyd8,4.43,5574988
juno132mn3n7x7lz9ccqs87vamruld2n4az3feunfwe,1216.83,8150549
juno13265d6hp4wlhpzx8gvm5dxjjxdkp5wdltvul8z,10.0,7538784
juno1327peauruvmx6jjemux5sly3zrsj43rurkmsun,2913.42,9939379
juno1327tryuxdlcv93xzxlk78w3pytj4ezxlrc68sx,7.98,7544388
juno1327nch380a3v2a2c2lll8dk490c3ut97y8ttze,7.14,11509107
juno1327ecmkgjkknjlpyqnya5dvjjfqjnn3pyz6cel,24.89,5536828
juno132lpaxgaf5w8kvwedx34jnphnz7rx9zuaanewt,9.94,12655516
juno1327amjeqske9eumnxkqdcg0upsz5d3c5wftjmg,220.8,7650392
juno13tqednqlshvcw84hltpx884jskj0lefcphf29d,3.95,8952879
juno13t42xzmsgfx85mj79klpz5ug739jmfh42ntv49,45.23,Inactive
juno13t5dnmqe4sekw9e5axvjtz32qczs3pm9j422qy,7.59,Inactive
juno13tr4k7cuj8ned3fs634ws922dr8uxznjjf8at8,33.17,5755257
juno13t68p4e40q9jkn9t7x3kkd295s5dsj9wajgqpq,25.3,Inactive
juno13tyrh7rmeaxpv45scwhr2t7zywnjar60heehhq,50000.0,12603856
juno13t9rzft0gsns63xhhj7uvxdnysxy8ry8a2rssp,25.84,6774764
juno13txsvcud9p00jpfa2v3tw06er4glvnpnht3z04,4.19,9812250
juno13tq0usttg3tf6txm4rx3m5jceahetqvxykl39v,11.48,12280676
juno13t88fvqhm620m354dx5pp2t7dvm6p6jpl5a00j,342.54,12102592
juno13vz7j5ff8wx7nzlz6yw99928fdn7t0lyn8wv0j,13.63,Inactive
juno13t2ghe5wfavmsgdfl6kg9zkjduq2g0hkhnqhtv,11.73,8628145
juno13tffyvw88w9jej4yghc07jwaxq3dnq7vp2ycu4,77.51,12179004
juno13ttnmvpxpejpt77n48ghx4jcmegfakkv6cwamc,1.99,11421687
juno13tjttgy2ykxqt9lu2jd5rvnd2f98q89dtnrdkm,1.0,5793980
juno13tfk6vxup899n3tz88vseg282u3annkhfeu8k8,20.74,9510058
juno13t2t8appwts7lw2h7ns2tta0l65trdnv4ypxyg,70.9,7718434
juno13tn9z68cqpqdjyxa6czyclc69hq9ngknjrg7rw,3.48,5550558
juno13tduspk9dxw0s6uvc6r37nyklt7gqhcy838hv8,2.3,7842653
juno13vgmgkgs87tnph8hgvj3wvxjcsel2y3tpjnrns,3.45,Inactive
juno13t5gcmx2u7her6gkg43c7ryuv8zulsuppzxw37,29.42,6257016
juno13thzzxgmpcu0t8ypx6nh87a55rnjc2cvr0zne2,122.95,12017627
juno13tdae2j27qn429p9v3kc7ukrceprgpld23stwa,19.37,5835370
juno13thjuv9qlqjpnkkg80e56f847mpjrljt7n963h,3.39,8576626
juno13tcp0c9a4yu27un945ugnf5es2v9glv9qc6thx,20.44,6554842
juno13thtq9mfl0c8c8q9dpqrz53xc600n83uq942ax,29.8,10688864
juno13tckw2tz8aksk0x7jkqfu0hh3x884wyq4a7hw7,2.0,10323051
juno13v30ys67g7czr0l3s9pzwyv2d7ths7m9axk2fx,1.12,Inactive
juno13t6lunl887c9xjdj0temeqqtyf07ez4hklken5,42.0,5527485
juno13tatd7rlmjwcq3ghr03eqam7k5tl9llkjzx7ek,13.49,9133408
juno13tfdmfa85zqqke4nzjhml5eajeu8us5zay9ek2,13.69,9105636
juno13t725erknw0fdmqtzj3xdqz6djs0aar6etftjv,66.5,6045683
juno13t7shfn8za86aj9m6u57dq8xd5cr2y4jd2ztg5,3.0,8487660
juno13vqk052cc6vzm889l00zya083ewhz934h9mtze,78.92,10382647
juno13v5fqxuayqc8q7gpkr6jw270dxd8v9l6zfl4qr,41999.3,Inactive
juno13tlpg2pc5fhmswfnzw8rx7pn6hqhq5ad8a7knr,110.23,6662799
juno13vrt73zl2e0gv8dc4vv747ztjyts7vf76rcyyw,102.28,8980120
juno13vxuwfg0y2uwzmal02pm9e0uzujm55zt5gkkdk,72.97,12304656
juno13vk03eyrthg45ve2w79hzl3dh5r20jjdrqxea3,18.14,Inactive
juno13vftauxvn06h2m0j6qphfne0ve77nvufsw2m27,7.64,7727278
juno13vfedd8q4wtf9usw9y2my9zaq3ka52qhphzuhc,60.46,9951448
juno13vt8pu8h4m2eqk7ng6ev2scqlqpu5h39wfn2fv,26.9,6239312
juno13vfjwh7vpsfk0j8l2nvym2ncxahg79ygfgzcw6,448.9,8459096
juno13v8dh2zlx99kndqg7hdldvkhd7fu2eawszt4m9,55.02,12661988
juno13vvzf29dzh28h7j0h902xm2g4ky4pfdxsstes2,1.92,5996772
juno13vdpsxa94avk7wvgdjsr8hx62d9zx6p2ej866a,68.43,5552890
juno13vs4cx3t860khz0nynf5a5u2z079a7w6xdgyqn,145.99,8492582
juno13v3lkc4ntrlyhcqrdsp7arax0a0ds9j5fvhzwr,23.81,8949060
juno13vjch62qjppawla3jw3dwqamasf3s0mp974y4m,68.17,6096681
juno13drfq8rv33rg50swc40v3ph8kumn56gq84h6kj,10.5,5239078
juno13v45lw06rckdtqdshpfm5y44w8saw29dpjsx3p,25.69,7984057
juno13v5ytnnephmrvyl3mv4cp2l53jc2c4hlcygaus,51.01,5669594
juno13v5nvet5dltu4rnw2rexec3y6g9nl5385clsrq,58.59,12598836
juno13v4elfutwlsterwgvgrhhnptf0jvhg9w9arupr,2.73,5796042
juno13vhcyx8075g05yk42la3mk76zj3zl92d0gyf8m,10.13,12381476
juno13vhhxnpavpjamedmemsn2cwazp46xd2ku2deqj,82.32,6763666
juno13vcpmdjn3h6t9p7duc5p6xgmfcej7gryuckgt7,122.26,6438803
juno13vme5earh7f7fjyawfj2fvc643n7x2dx5zejvh,4.93,7488552
juno13dsxnllm8zpe8juu3ldrk4h6f9ea0tej7xuj06,14.09,Inactive
juno13v70uh6dfjqjtm9k2cr5sr52zde03gkky522hw,50.21,6173419
juno13dnyg46zduujfra7sx2xuaszfh9gecsas0z6j6,10.78,Inactive
juno13vl7qz06re47u48kme9pqjac652pgskaknyqzt,16.0,8078499
juno13d5zsjeyahajtkn968yxzzryz2wh3sjj7fh5y9,11.45,Inactive
juno13dpq7kvt8x7uln0d5vxqmjn7c99j23nf4nrgt0,7.83,12286379
juno13dz3vzqa78qjdwk9yddewd57vaapjculqf68eu,52.44,10265387
juno13dpwd57mwmm7r8hny4s74nkwh2w5ysa2pudcc3,53.36,6184528
juno13dk645kxxc7n8esl58fjqw2uuhl4s4n24v3cth,1.89,Inactive
juno13dqqltk6zcc5tdu8zarmj6dxjteht5e89h72u0,40.0,12456444
juno13d9ky2zlpf0g74h3uvd4nmrt6lq6u004h8342k,8.76,5763901
juno13d90z9nvghwdcpwu6n2cf7gdldxlsrwhq6kqnt,6.6,7912341
juno13dheyskmeprxj6ev2zjn50vs6jmhax5ts3dwkj,4.98,Inactive
juno13dgnka9e2nenyzrmgv060y4ks40gz8yhuufz5m,2.13,5673265
juno13d90pwpf96yuhv9swey2z35ghjgp9l67929mhg,5.03,5687796
juno13d9fhc436ant7el990saffhyd77w4t80c09u5h,7.58,8180412
juno13d2evrh7e6p52whwd3x7l4r0e8ckstythpck77,1.69,11335090
juno13dextelf7jugqr74h0lre47u4el68rvq7druns,15.06,Inactive
juno13dfu6cfr465l4x5pk7456ru2yl7uhvpzsurewr,11.44,8156391
juno13dxchm54az8e0zshhnapx0ql52y03sskyl2ru9,156.04,11142204
juno13dtymqxkl6asjpmnh5kvhy57sp3tmes9z08hvz,21.17,6828101
juno13dtxq5sc42t9nqup9fjvvtlx02ssy2rrnjl0z2,1.95,12691844
juno13dmz25q8m00e66kj860tav5dy7nzuwedegapfd,182.16,Inactive
juno13ddqd0fwchehwtxh4c7j0kndl4ctvze9j3vame,10.46,5727661
juno13d0xne8w6mfqvjeewf5jmf95mntpf0yavq2cm0,49.4,7381837
juno13dxq7wuey83rqu7qh3ptnqwn0kd62546ps2hvp,77.45,12398363
juno13dvy09d6l66tz87sqh5uuddkccdhgmh30akffy,1306.72,5999736
juno13dsz4retht4fmr74tph36h42xey7luu9m58qmn,309.93,12631345
juno13dlkyd9yfjxwlhpajqljjcxz835j6g7h2ye0a0,1.83,Inactive
juno13dsl2l3dg4d0xhxey296z93sddlde3lu0afjfs,6.21,12656139
juno13dn689zc5x5kye07wkkcz6mhwtdylkz86xufgd,8.04,7568417
juno13dnaknmlp7ue898tss9j8t2603jqmvkmfkf8ne,162.57,12710708
juno13d44ewjah6j3gyns7k739nt5praxx3j0x5z74y,91.77,12498543
juno13dcvwcahvgmdn3fk38rdyrtfjwfeh4emsx30kz,11.25,5599996
juno13dkla6jkprvvu22lsl2wmv7v2qcmj5t2efa7f4,2075.23,9621541
juno13deqw0m7pf7mcefrmn6qqdtwhkjpvy3hpfuvyp,7.63,6364015
juno13dha7uhm5p9ur7xclgurtsdelw2c7us54a4sfm,300.62,12707061
juno13wx0fh0rd3udwshz388ss5phf5axa4y69e24ma,2.05,Inactive
juno13deykcrknr7dm0qg8dfn4z7e0jqhx03k8cp8xk,27.95,12622379
juno13d6g52nnkh0hk5s6spekwnwdszr8cvjz2cn68c,9.31,9245021
juno13dacskjagxjerx6mq36rsyq4ptdep8326z6yfy,20.0,5647998
juno13d7ej2pxsjtjtemg5rd68k2rx47ck6c86r3lfy,274.9,8138487
juno13wqqa598n0hqxfq8vngv4x8788p4yntjv705x6,57.62,6213141
juno13wp07k96kll0tcyacn637gteg5grca6qd0d07p,15.66,6429476
juno13wph0y7ts0q26c5luaxlnmjrrj9zef0tjm98xa,88.03,8985310
juno13w082a4n0af3y47aaxrxqa56qa6zrxda3lvym2,10.29,Inactive
juno13w0xxkfttepslx93mclhm8250sw23xcwyc4xr9,51.1,Inactive
juno13wz9zhuqwq068mwhsvj5jnxf9ayd8hf6q569vg,164.22,12066346
juno13wz4cdkm65r3k60cvg8au38n0l9uashry9r4zg,15.87,6170252
juno13wrxqd46tpz574jttulpsclp40cmswk86p3ucj,186.66,8490884
juno13wuehlgcka5jgt8p5ngnmcvp272yrx3z26rnd3,19.52,Inactive
juno13wy52fpkrqyq2dwz6ykrl3k9w6a6axvfmgnxxm,4.99,5577452
juno13wywztqc5hqjv099gptkz3usdn00wz99tzy95c,107.83,7486703
juno13wau7c49mc47l7tj96yfxu84jjlna40ajjmchv,40.41,Inactive
juno13wfgsev84s97uswe9gua225065q5q4d8p67d9z,23.96,8334683
juno13w23fpj5v7fgkd2sfg949qezny2y05jmlvp02z,14.84,6592415
juno13w2828ncashp60g2s8n96s2dw3dmllllsn7z2y,38.21,5904022
juno13wf6wq9huaz0kgu2etvhsuttj7u5nluqytwrgc,5.5,6366247
juno13w27m4p3jc0t8knr9wn7wl2klfdszgu28m8x3r,2.79,8210647
juno13wvmayaezxfzkc9g4u7s8x35glde4zs7dtr065,3.79,6071145
juno13wdr2m8jdg859tcdexydmvk0kvqmhu78n5xtx4,30.1,5868613
juno13wwx380v8smmldc0k09n2kaj5ryy0qrxqqnaqr,13.24,12305758
juno13wv2mywy2v0cu07fydmqhc6qru02ylk30wnh24,85.5,9024992
juno130pfwt05kkg3mmma7ran07kjt5qt7qldktnkll,181.51,Inactive
juno13w20s3nydg8huldxlej8kax8hknd8zx8tz0ga3,38.22,12719082
juno13w3e40wu9rxhenklrals9s5a6e5nxl3st474rt,14.01,8426777
juno13w5qmd4dluqyh46v6l9cz6xs6ajsej8rrcvyqg,123.72,6725430
juno13w3k9ekdclz6yycam9uhzq628n68sgn8hkalkn,45.67,6088696
juno13wjkjazrzegy83d2qajjpymye86g994rxa7tlw,32.3,5898940
juno13wsekk6ktgpa7q5fcz49aauqmx5pdpy03tat96,0.06,6096240
juno13w557vycx9n0eys4kpt4ujrfp4rc74k2fdxlkr,64.42,10551228
juno13wevsrpxf3jvsqfeddlwvd4muy8ertlvcke2v9,1.66,5516589
juno13w4v3n659pf4mt9jx2k9xdfq4mnyharjg39d3n,20.08,11307363
juno13w0ugcpnfgg2khh8qtfyj0jekau7aqaszpn9f6,3.1,11158714
juno13w30gr7l7v4zpngkj5n8crdkl86vnucmrh8234,2.75,12586420
juno13w5tdwexj7h5mwn36m06cxz80a07z8lgh537x9,3.1,11374732
juno1308js3v8kgyj578x9qqttxrfhdvl45fq30x4td,1.53,Inactive
juno13wc9kquyven9t0s2p9xtuv7w8ccd7na2c7q6ks,14.79,9035758
juno13wujavhz5ark2m6mapqgn85jgry2c9qpe6pkah,15.29,5949551
juno13wastzsh83kl9yp8v9tm5ctxnypgf2sm32y7fc,20.03,8300213
juno13w6fmzcra9cakqugp0hv2smkaz7cu9urz6acu8,8.84,5883161
juno13wmxnqce3cpc90r370f703pflgttj97tdrgutd,8.84,8679339
juno13wum27d8jrcyqfla0wkur7vujuua2xlqjes3s5,52.9,6559753
juno130ffnq2pn4pxz6nasuw5fwsmukwjx7eqfjp9ae,104.92,Inactive
juno13wlgs5c64at4d7wvnl8x2yn8l9lgkankjkf6cv,11.33,5500152
juno130vek0a57775fdegkdehex90eqhf8crscvwwuf,16.0,Inactive
juno130yxja39k3sgtgtt7da28cv3tdu8alzakn636n,13.25,5589204
juno130yllyuada2mtsnmltxd453q0guj4vs0ymmz2e,1.89,5887449
juno130rx8k7vgmfmde90jkp0s72u5v9yez6svte6z4,600.68,10199401
juno130kcc8dtm9w6v3je4ex6xt85enz0z775wmec0u,110.79,5312424
juno13098pshfwnkdrckne74ddfnd6km5vde7jln3ck,260.35,6638735
juno13090ut2yt2kxsm0xgp6du2uj3g3q0xnph32r6g,499.95,12456995
juno1308nxmn53eddxf7e3e3t0s5fylhne83l8zmh5v,24.52,5810618
juno13060mgcae422h6nfcjp0umjt8u3dghuy9z8dsy,8.43,Inactive
juno1304fsgpm8zrglygl3unsjau90rxz4qd7fgpw3z,49.0,9673764
juno1302z0r88sh3xec0yuf54f7zmh2f26579pwwfzt,1125.05,6829139
juno1302lpl4hwtczfs8kjw587plwrxsx6qcjn8muzu,7.08,7724730
juno130vkr0zu63nnn2rlg07z4pgqkr6ggpzp9pu6rk,17.87,8140471
juno130fn5042j4hggu5xwjtnnymjf7uv3g6wsgmm6z,114.0,9822503
juno1302zt4jms7k944umzldm0cy66vyrnvk3czp2rf,15.61,10539727
juno13sqtzt8qmaq2l5xw8fhfpjmmxjejps4qhaf53k,35.96,8409006
juno130skk9utzmsj2mqmgg3uj04a5dryzmlywznf3v,80.12,6940510
juno130j82yqlpzal5z4xmw6zhctdff2zkre3dnrpcv,568.4,6667185
juno13swyqux29sdxcstm67uw95wpfdzm8j0p290cec,151.78,Inactive
juno1305zy9ccunn4r9mye03zga0zqhlwp9v8nmuayr,38.16,6864930
juno130jd2s8zxmywjscxty0n939rrqk996w4z7xjjh,47.8,7198592
juno130syrzqqh47s309ht9x80lrulfnlvuyyl958j6,121.59,12671535
juno13sdh9t8m0042g3ssxajrpqhhak8phzzurv4sh6,4.99,Inactive
juno130nt0hf8247hz3vwx2966rk203p79p325m890k,3.0,10918732
juno1300lfujzln9gtl45fqvxn6h0gf5pvnl3p66tlj,15.26,11509298
juno130heghe6vwuwf0u7vuk8wnqe064qg5chuh08se,3.76,12490992
juno13sht4u2defc09fwep6m0qjwkgqduq37qgn0vfd,29.43,Inactive
juno130ev39r70mymtjkpp662t5syaq4kswcuucjcnh,306.07,9272094
juno13074xhwf5vtr4g3jyq8yswgcv5wt893lsqmsvx,6.96,7347945
juno130u5km0cf7p20w5p3825ndl3l8p7ccr55wj98y,29.95,5830067
juno130ukym9646cj7ptt6slgrkc2kaagfhcrh5t94q,82.27,10719028
juno13sqffea5e8vrqeq9vcgfulxengfgthyfhzl8ps,668.01,6556185
juno13shcuexyecn44062lxvst7ywsu4u8xa2a2v6s4,1.3,Inactive
juno13se3gtdqnxqpvxrltlfu5sdkqwu4vlrms0nsq5,23.11,7673900
juno13sy0ts2ygqwyqnzx5j3ayeghjfeuytk5knsslj,30.0,6320246
juno13sl48hqc7j78sx9gfs88mrcl3y9urlfewuhzms,13.63,Inactive
juno13sxt4778wvdw5snsfwrtn8fm3q05xdczsjazqj,1.6,5653857
juno13s8cxnh8uhhtv6jggcklpf4qm4jum40frguw5g,39.3,10539071
juno13sv9t6fcsc4rqlj4sfyrunh6euphdakg3rpsmp,368.96,10651162
juno13sjahjp5padrzawycz2q2g2593ux5a6x7xsyw5,18.37,11453378
juno13s0jhhmtt72smzqc8ajj7k8mgs497l30nwn2uf,6.43,7368815
juno13sd6enypt53z9jcucnlhu9sdat7n5y6ql2xh8y,12.2,11889705
juno133rucfjczfkss2lace5g8fjs63vj3kj78sayzq,7.47,Inactive
juno13s5uxsdxqczyr8df70pyl4jc7pp6ly6h02njap,2.0,8592534
juno13snw08y63x2vjktez2uwm7gckhr9cnu08nfshv,42.99,6088897
juno133y55ky8la6nlw4zcsxp2jlhy7ufc3dfp62yru,68.99,8647622
juno13sv32m5m4g7a02hrlp6jx4r0pswtm9dz7yhuhe,112.13,7105895
juno13s47vfc6rr27kld8rm77j9ft87hcre07hem3hw,13.36,5907992
juno1338zaw6hf5u34866z5zhldnfpks2gffe6muvqj,16.78,Inactive
juno13scepxr4vejes57x4wzkvenzvdx4ajwd5dr5rg,13.95,12646614
juno13sewnsmvvpfvn25t7duray4e2k8fk2tj7wsuu7,24.88,5532945
juno13shedkg5w05ua78a3dprj4u38c50c530a6afjk,1.29,12417337
juno13s6mf5fzu0836g4nawg8gl2gwhsdcnhsedeezp,24.67,7508085
juno13s62l9mz7k6279tffawctk956u98a6f0a0gswm,4000.0,6721752
juno13sea89j998tf0kdzsmuxvv9ua2u4scpp8flq8u,2.43,5767699
juno13smymw36ph7amwsxyj685jyqq5f7kjpz5gyxwm,70.58,11639042
juno13s78nxhllr0cpy4taht650unfm2znzjg3qa5kn,149.49,12078933
juno13slh88ggxhzf2alj67mc2wh72usr3ywgyxvd7t,1.68,7362555
juno13sla8kvvrj9mkgple2vw3rrlh7yz6l8npnfqj3,129.53,12449859
juno133vyah20y4yqlwzu47eqt7y5rk5dllv4a59hke,7.85,Inactive
juno13s6dk58c9ulaandm2m0qm82dn8yxuj3phl3u90,170.93,10833796
juno133nys8rwahyg3d6wu5qd9vvry0a9jezc8aekgq,20.39,7021920
juno133qj2egj89lfhl0h4kv22ru2pwa7dayaryap30,4.82,6257459
juno133r9mlmrfc7deedgrd65u003uhhpz4e363d406,5.13,5876682
juno1334mfpwlj0907a4u2536y4m6qc335yz7me8ct7,5.2,Inactive
juno1338jf0hc4jatdg70tr7tw7jkdaxn2ttp9uw83k,10.47,6063489
juno1338h064yysff3t3k0fw4sx6mfduf4svv8llzhs,419.57,7557671
juno133a5deqa376afpyj5qh2a9n3fkxt5jn3n2h9f3,7.77,Inactive
juno13jqasm66f56kzpmkepjml9z7556y72zdfy36zh,108.01,Inactive
juno133fy5v2qunlxpe6akpswpvjae7qf7zfscaeykw,88.95,6320424
juno133d08gmj8zah44u4u2nd8mc87rm0r9d056r8ec,31.0,12682572
juno13jreewge5cv62956lnlcx9tm0ztu9tn3ueqwwh,149.9,Inactive
juno133sah509qk929pjrds8c733q0hrz2nltew6lne,27.57,9346106
juno1332jvgpaqxt6xz8f3nuf7fr2z755qzn93xwn4k,1.0,10639809
juno133jr2kfv035qd9k6pg4q7nxf0j2kv70rzn3ut3,12.0,7944550
juno133jjq8rc9qcecx2mntfxmvprpemkdvsfxw89qz,53.61,8346705
juno1333tj7nj79fyg4dyw8g43h3gm4dn7aczd655z3,43.77,7556365
juno133jxmhul5jqa9hdr7fqpwnl2mmggsz2mpts2z7,4.98,5578266
juno133jwaqjnyjcv02lj8wl52wz5axqez6vjrfrh2k,131.59,12660222
